Registration year,Week number,Week beginning,Births registered
1985,21,5/20/85,1181
1985,20,5/13/85,1290
1985,19,5/6/85,1213
1985,18,4/29/85,1334
1985,17,4/22/85,1232
1985,16,4/15/85,1319
1985,15,4/8/85,1461
1985,14,4/1/85,1154
1985,13,3/25/85,1248
1985,12,3/18/85,1285
1985,11,3/11/85,1262
1985,10,3/4/85,1240
1985,9,2/25/85,1220
1985,8,2/18/85,1183
1985,7,2/11/85,1248
1985,6,2/4/85,1328
1985,5,1/28/85,1254
1985,4,1/21/85,1244
1985,3,1/14/85,1225
1985,2,1/7/85,1408
1985,1,12/31/84,1161
1984,52,12/24/84,914
1984,51,12/17/84,1271
1984,50,12/10/84,1209
1984,49,12/3/84,1300
1984,48,11/26/84,1206
1984,47,11/19/84,1272
1984,46,11/12/84,1251
1984,45,11/5/84,1221
1984,44,10/29/84,1339
1984,43,10/22/84,1273
1984,42,10/15/84,1324
1984,41,10/8/84,1360
1984,40,10/1/84,1387
1984,39,9/24/84,1374
1984,38,9/17/84,1174
1984,37,9/10/84,1329
1984,36,9/3/84,1301
1984,35,8/27/84,1328
1984,34,8/20/84,1234
1984,33,8/13/84,1283
1984,32,8/6/84,1331
1984,31,7/30/84,1275
1984,30,7/23/84,1348
1984,29,7/16/84,1249
1984,28,7/9/84,1357
1984,27,7/2/84,1268
1984,26,6/25/84,1214
1984,25,6/18/84,1253
1984,24,6/11/84,1230
1984,23,6/4/84,1286
1984,22,5/28/84,1295
1984,21,5/21/84,1098
1984,20,5/14/84,1286
1984,19,5/7/84,1181
1984,18,4/30/84,1282
1984,17,4/23/84,1295
1984,16,4/16/84,1031
1984,15,4/9/84,1171
1984,14,4/2/84,1296
1984,13,3/26/84,1218
1984,12,3/19/84,1222
1984,11,3/12/84,1170
1984,10,3/5/84,1236
1984,9,2/27/84,1187
1984,8,2/20/84,1197
1984,7,2/13/84,1215
1984,6,2/6/84,1190
1984,5,1/30/84,1264
1984,4,1/23/84,1175
1984,3,1/16/84,1217
1984,2,1/9/84,1261
1984,1,1/2/84,1115
1983,52,12/26/83,971
1983,51,12/19/83,1220
1983,50,12/12/83,1167
1983,49,12/5/83,1220
1983,48,11/28/83,1201
1983,47,11/21/83,1182
1983,46,11/14/83,1151
1983,45,11/7/83,1216
1983,44,10/31/83,1173
1983,43,10/24/83,1271
1983,42,10/17/83,1279
1983,41,10/10/83,1350
1983,40,10/3/83,1391
1983,39,9/26/83,1360
1983,38,9/19/83,1239
1983,37,9/12/83,1190
1983,36,9/5/83,1283
1983,35,8/29/83,1265
1983,34,8/22/83,1240
1983,33,8/15/83,1273
1983,32,8/8/83,1257
1983,31,8/1/83,1297
1983,30,7/25/83,1347
1983,29,7/18/83,1264
1983,28,7/11/83,1287
1983,27,7/4/83,1278
1983,26,6/27/83,1321
1983,25,6/20/83,1307
1983,24,6/13/83,1292
1983,23,6/6/83,1299
1983,22,5/30/83,1248
1983,21,5/23/83,1115
1983,20,5/16/83,1301
1983,19,5/9/83,1263
1983,18,5/2/83,1238
1983,17,4/25/83,1336
1983,16,4/18/83,1197
1983,15,4/11/83,1235
1983,14,4/4/83,1405
1983,13,3/28/83,1030
1983,12,3/21/83,1213
1983,11,3/14/83,1252
1983,10,3/7/83,1242
1983,9,2/28/83,1254
1983,8,2/21/83,1213
1983,7,2/14/83,1257
1983,6,2/7/83,1249
1983,5,1/31/83,1253
1983,4,1/24/83,1229
1983,3,1/17/83,1258
1983,2,1/10/83,1474
1983,1,1/3/83,1224
1982,52,12/27/82,1064
1982,51,12/20/82,1211
1982,50,12/13/82,1187
1982,49,12/6/82,1187
1982,48,11/29/82,1245
1982,47,11/22/82,1208
1982,46,11/15/82,1145
1982,45,11/8/82,1262
1982,44,11/1/82,1238
1982,43,10/25/82,1373
1982,42,10/18/82,1307
1982,41,10/11/82,1390
1982,40,10/4/82,1471
1982,39,9/27/82,1456
1982,38,9/20/82,1157
1982,37,9/13/82,1300
1982,36,9/6/82,1222
1982,35,8/30/82,1229
1982,34,8/23/82,1269
1982,33,8/16/82,1244
1982,32,8/9/82,1364
1982,31,8/2/82,1281
1982,30,7/26/82,1327
1982,29,7/19/82,1292
1982,28,7/12/82,1236
1982,27,7/5/82,1199
1982,26,6/28/82,1251
1982,25,6/21/82,1160
1982,24,6/14/82,1252
1982,23,6/7/82,1219
1982,22,5/31/82,1237
1982,21,5/24/82,1294
1982,20,5/17/82,1163
1982,19,5/10/82,1329
1982,18,5/3/82,1174
1982,17,4/26/82,1276
1982,16,4/19/82,1342
1982,15,4/12/82,1426
1982,14,4/5/82,1117
1982,13,3/29/82,1326
1982,12,3/22/82,1270
1982,11,3/15/82,1293
1982,10,3/8/82,1315
1982,9,3/1/82,1311
1982,8,2/22/82,1322
1982,7,2/15/82,1265
1982,6,2/8/82,1275
1982,5,2/1/82,1244
1982,4,1/25/82,1336
1982,3,1/18/82,1410
1982,2,1/11/82,1364
1982,1,1/4/82,1360
1981,53,12/28/81,1089
1981,52,12/21/81,1134
1981,51,12/14/81,1263
1981,50,12/7/81,1218
1981,49,11/30/81,1222
1981,48,11/23/81,1245
1981,47,11/16/81,1264
1981,46,11/9/81,1285
1981,45,11/2/81,1318
1981,44,10/26/81,1264
1981,43,10/19/81,1431
1981,42,10/12/81,1423
1981,41,10/5/81,1412
1981,40,9/28/81,1411
1981,39,9/21/81,1229
1981,38,9/14/81,1235
1981,37,9/7/81,1279
1981,36,8/31/81,1335
1981,35,8/24/81,1257
1981,34,8/17/81,1352
1981,33,8/10/81,1379
1981,32,8/3/81,1406
1981,31,7/27/81,1272
1981,30,7/20/81,1313
1981,29,7/13/81,1343
1981,28,7/6/81,1297
1981,27,6/29/81,1308
1981,26,6/22/81,1292
1981,25,6/15/81,1248
1981,24,6/8/81,1267
1981,23,6/1/81,1381
1981,22,5/25/81,1374
1981,21,5/18/81,1175
1981,20,5/11/81,1363
1981,19,5/4/81,1363
1981,18,4/27/81,1441
1981,17,4/20/81,1437
1981,16,4/13/81,1106
1981,15,4/6/81,1307
1981,14,3/30/81,1352
1981,13,3/23/81,1432
1981,12,3/16/81,1330
1981,11,3/9/81,1413
1981,10,3/2/81,1402
1981,9,2/23/81,1387
1981,8,2/16/81,1333
1981,7,2/9/81,1333
1981,6,2/2/81,1282
1981,5,1/26/81,1281
1981,4,1/19/81,1495
1981,3,1/12/81,1360
1981,2,1/5/81,1888
1981,1,12/29/80,1231
1980,52,12/22/80,964
1980,51,12/15/80,1244
1980,50,12/8/80,1252
1980,49,12/1/80,1336
1980,48,11/24/80,1298
1980,47,11/17/80,1306
1980,46,11/10/80,1249
1980,45,11/3/80,1288
1980,44,10/27/80,1244
1980,43,10/20/80,1319
1980,42,10/13/80,1409
1980,41,10/6/80,1399
1980,40,9/29/80,1531
1980,39,9/22/80,1295
1980,38,9/15/80,1254
1980,37,9/8/80,1205
1980,36,9/1/80,1288
1980,35,8/25/80,1325
1980,34,8/18/80,1347
1980,33,8/11/80,1328
1980,32,8/4/80,1313
1980,31,7/28/80,1303
1980,30,7/21/80,1302
1980,29,7/14/80,1322
1980,28,7/7/80,1393
1980,27,6/30/80,1333
1980,26,6/23/80,1305
1980,25,6/16/80,1312
1980,24,6/9/80,1349
1980,23,6/2/80,1325
1980,22,5/26/80,1459
1980,21,5/19/80,1199
1980,20,5/12/80,1332
1980,19,5/5/80,1311
1980,18,4/28/80,1389
1980,17,4/21/80,1386
1980,16,4/14/80,1466
1980,15,4/7/80,1506
1980,14,3/31/80,1125
1980,13,3/24/80,1401
1980,12,3/17/80,1235
1980,11,3/10/80,1280
1980,10,3/3/80,1237
1980,9,2/25/80,1273
1980,8,2/18/80,1323
1980,7,2/11/80,1307
1980,6,2/4/80,1320
1980,5,1/28/80,1249
1980,4,1/21/80,1221
1980,3,1/14/80,1304
1980,2,1/7/80,1434
1980,1,12/31/79,1142
1979,52,12/24/79,1100
1979,51,12/17/79,1390
1979,50,12/10/79,1257
1979,49,12/3/79,1195
1979,48,11/26/79,1323
1979,47,11/19/79,1266
1979,46,11/12/79,1234
1979,45,11/5/79,1252
1979,44,10/29/79,1287
1979,43,10/22/79,1321
1979,42,10/15/79,1310
1979,41,10/8/79,1448
1979,40,10/1/79,1400
1979,39,9/24/79,1410
1979,38,9/17/79,1146
1979,37,9/10/79,1277
1979,36,9/3/79,1231
1979,35,8/27/79,1294
1979,34,8/20/79,1253
1979,33,8/13/79,1383
1979,32,8/6/79,1346
1979,31,7/30/79,1338
1979,30,7/23/79,1359
1979,29,7/16/79,1326
1979,28,7/9/79,1452
1979,27,7/2/79,1310
1979,26,6/25/79,1301
1979,25,6/18/79,1276
1979,24,6/11/79,1412
1979,23,6/4/79,1358
1979,22,5/28/79,1376
1979,21,5/21/79,1159
1979,20,5/14/79,1474
1979,19,5/7/79,1349
1979,18,4/30/79,1354
1979,17,4/23/79,1424
1979,16,4/16/79,1438
1979,15,4/9/79,1142
1979,14,4/2/79,1337
1979,13,3/26/79,1427
1979,12,3/19/79,1228
1979,11,3/12/79,1340
1979,10,3/5/79,1327
1979,9,2/26/79,1263
1979,8,2/19/79,1282
1979,7,2/12/79,1242
1979,6,2/5/79,1208
1979,5,1/29/79,1244
1979,4,1/22/79,1343
1979,3,1/15/79,1358
1979,2,1/8/79,1394
1979,1,1/1/79,1054
1978,52,12/25/78,1085
1978,51,12/18/78,1277
1978,50,12/11/78,1198
1978,49,12/4/78,1185
1978,48,11/27/78,1193
1978,47,11/20/78,1220
1978,46,11/13/78,1215
1978,45,11/6/78,1275
1978,44,10/30/78,1250
1978,43,10/23/78,1341
1978,42,10/16/78,1360
1978,41,10/9/78,1369
1978,40,10/2/78,1374
1978,39,9/25/78,1391
1978,38,9/18/78,1189
1978,37,9/11/78,1272
1978,36,9/4/78,1252
1978,35,8/28/78,1230
1978,34,8/21/78,1265
1978,33,8/14/78,1264
1978,32,8/7/78,1198
1978,31,7/31/78,1319
1978,30,7/24/78,1263
1978,29,7/17/78,1247
1978,28,7/10/78,1218
1978,27,7/3/78,1211
1978,26,6/26/78,1216
1978,25,6/19/78,1186
1978,24,6/12/78,1236
1978,23,6/5/78,1278
1978,22,5/29/78,1268
1978,21,5/22/78,1097
1978,20,5/15/78,1265
1978,19,5/8/78,1188
1978,18,5/1/78,1273
1978,17,4/24/78,1166
1978,16,4/17/78,1173
1978,15,4/10/78,1161
1978,14,4/3/78,1324
1978,13,3/27/78,1408
1978,12,3/20/78,1059
1978,11,3/13/78,1284
1978,10,3/6/78,1221
1978,9,2/27/78,1173
1978,8,2/20/78,1241
1978,7,2/13/78,1192
1978,6,2/6/78,1236
1978,5,1/30/78,1211
1978,4,1/23/78,1241
1978,3,1/16/78,1280
1978,2,1/9/78,1229
1978,1,1/2/78,1026
1977,52,12/26/77,1001
1977,51,12/19/77,1139
1977,50,12/12/77,1140
1977,49,12/5/77,1133
1977,48,11/28/77,1146
1977,47,11/21/77,1199
1977,46,11/14/77,1235
1977,45,11/7/77,1177
1977,44,10/31/77,1200
1977,43,10/24/77,1297
1977,42,10/17/77,1319
1977,41,10/10/77,1319
1977,40,10/3/77,1334
1977,39,9/26/77,1265
1977,38,9/19/77,1109
1977,37,9/12/77,1158
1977,36,9/5/77,1233
1977,35,8/29/77,1194
1977,34,8/22/77,1217
1977,33,8/15/77,1186
1977,32,8/8/77,1221
1977,31,8/1/77,1192
1977,30,7/25/77,1110
1977,29,7/18/77,1176
1977,28,7/11/77,1222
1977,27,7/4/77,1236
1977,26,6/27/77,1218
1977,25,6/20/77,1191
1977,24,6/13/77,1179
1977,23,6/6/77,1253
1977,22,5/30/77,1264
1977,21,5/23/77,1288
1977,20,5/16/77,1224
1977,19,5/9/77,1084
1977,18,5/2/77,1187
1977,17,4/25/77,1142
1977,16,4/18/77,1153
1977,15,4/11/77,1271
1977,14,4/4/77,995
1977,13,3/28/77,1271
1977,12,3/21/77,1207
1977,11,3/14/77,1262
1977,10,3/7/77,1230
1977,9,2/28/77,1224
1977,8,2/21/77,1178
1977,7,2/14/77,1225
1977,6,2/7/77,1138
1977,5,1/31/77,1180
1977,4,1/24/77,1223
1977,3,1/17/77,1238
1977,2,1/10/77,1186
1977,1,1/3/77,1172
1976,53,12/27/76,1009
1976,52,12/20/76,1138
1976,51,12/13/76,1099
1976,50,12/6/76,1071
1976,49,11/29/76,1035
1976,48,11/22/76,1123
1976,47,11/15/76,1150
1976,46,11/8/76,1176
1976,45,11/1/76,1130
1976,44,10/25/76,1170
1976,43,10/18/76,1272
1976,42,10/11/76,1230
1976,41,10/4/76,1330
1976,40,9/27/76,1332
1976,39,9/20/76,1125
1976,38,9/13/76,1169
1976,37,9/6/76,1146
1976,36,8/30/76,1214
1976,35,8/23/76,1223
1976,34,8/16/76,1192
1976,33,8/9/76,1141
1976,32,8/2/76,1238
1976,31,7/26/76,1206
1976,30,7/19/76,1189
1976,29,7/12/76,1303
1976,28,7/5/76,1304
1976,27,6/28/76,1290
1976,26,6/21/76,1262
1976,25,6/14/76,1289
1976,24,6/7/76,1290
1976,23,5/31/76,1222
1976,22,5/24/76,1345
1976,21,5/17/76,1141
1976,20,5/10/76,1361
1976,19,5/3/76,1234
1976,18,4/26/76,1343
1976,17,4/19/76,1355
1976,16,4/12/76,1024
1976,15,4/5/76,1306
1976,14,3/29/76,1397
1976,13,3/22/76,1383
1976,12,3/15/76,1417
1976,11,3/8/76,1347
1976,10,3/1/76,1381
1976,9,2/23/76,1261
1976,8,2/16/76,1299
1976,7,2/9/76,1337
1976,6,2/2/76,1229
1976,5,1/26/76,1288
1976,4,1/19/76,1321
1976,3,1/12/76,1370
1976,2,1/5/76,1668
1976,1,12/29/75,1202
1975,52,12/22/75,919
1975,51,12/15/75,1228
1975,50,12/8/75,1275
1975,49,12/1/75,1236
1975,48,11/24/75,1275
1975,47,11/17/75,1281
1975,46,11/10/75,1247
1975,45,11/3/75,1219
1975,44,10/27/75,1221
1975,43,10/20/75,1201
1975,42,10/13/75,1302
1975,41,10/6/75,1356
1975,40,9/29/75,1402
1975,39,9/22/75,1201
1975,38,9/15/75,1250
1975,37,9/8/75,1246
1975,36,9/1/75,1282
1975,35,8/25/75,1315
1975,34,8/18/75,1336
1975,33,8/11/75,1341
1975,32,8/4/75,1304
1975,31,7/28/75,1345
1975,30,7/21/75,1363
1975,29,7/14/75,1314
1975,28,7/7/75,1323
1975,27,6/30/75,1288
1975,26,6/23/75,1283
1975,25,6/16/75,1283
1975,24,6/9/75,1303
1975,23,6/2/75,1301
1975,22,5/26/75,1338
1975,21,5/19/75,1286
1975,20,5/12/75,1325
1975,19,5/5/75,1343
1975,18,4/28/75,1295
1975,17,4/21/75,1208
1975,16,4/14/75,1248
1975,15,4/7/75,1272
1975,14,3/31/75,1543
1975,13,3/24/75,1208
1975,12,3/17/75,1348
1975,11,3/10/75,1332
1975,10,3/3/75,1424
1975,9,2/24/75,1334
1975,8,2/17/75,1277
1975,7,2/10/75,1282
1975,6,2/3/75,1315
1975,5,1/27/75,1400
1975,4,1/20/75,1297
1975,3,1/13/75,1374
1975,2,1/6/75,1674
1975,1,12/30/74,1213
1974,52,12/23/74,1100
1974,51,12/16/74,1295
1974,50,12/9/74,1236
1974,49,12/2/74,1253
1974,48,11/25/74,1319
1974,47,11/18/74,1287
1974,46,11/11/74,1284
1974,45,11/4/74,1287
1974,44,10/28/74,1343
1974,43,10/21/74,1341
1974,42,10/14/74,1369
1974,41,10/7/74,1347
1974,40,9/30/74,1422
1974,39,9/23/74,1352
1974,38,9/16/74,1330
1974,37,9/9/74,1352
1974,36,9/2/74,1326
1974,35,8/26/74,1352
1974,34,8/19/74,1438
1974,33,8/12/74,1290
1974,32,8/5/74,1342
1974,31,7/29/74,1353
1974,30,7/22/74,1395
1974,29,7/15/74,1365
1974,28,7/8/74,1325
1974,27,7/1/74,1360
1974,26,6/24/74,1395
1974,25,6/17/74,1284
1974,24,6/10/74,1327
1974,23,6/3/74,1311
1974,22,5/27/74,1259
1974,21,5/20/74,1305
1974,20,5/13/74,1362
1974,19,5/6/74,1386
1974,18,4/29/74,1314
1974,17,4/22/74,1331
1974,16,4/15/74,1405
1974,15,4/8/74,1137
1974,14,4/1/74,1420
1974,13,3/25/74,1398
1974,12,3/18/74,1444
1974,11,3/11/74,1364
1974,10,3/4/74,1366
1974,9,2/25/74,1284
1974,8,2/18/74,1349
1974,7,2/11/74,1350
1974,6,2/4/74,1388
1974,5,1/28/74,1371
1974,4,1/21/74,1462
1974,3,1/14/74,1432
1974,2,1/7/74,1501
1974,1,12/31/73,871
